	Chr	Start	End	Count	eccID	Length
4352	chr1	46523148	46523504	72	4353	357
4354	chr1	46538997	46539558	11	4355	562
4355	chr1	46555820	46560012	44	4356	4193
4357	chr1	46558582	46559807	53	4358	1226
4372	chr1	46810729	46811212	43	4373	484
4382	chr1	47173354	47174196	15	4383	843
4398	chr1	47432745	47434603	36	4399	1859
4406	chr1	47509949	47510673	22	4407	725
4409	chr1	47534001	47535222	22	4410	1222
4411	chr1	47572329	47574119	34	4412	1791
4423	chr1	47630627	47631917	77	4424	1291
4432	chr1	47649058	47651355	19	4433	2298
4436	chr1	47704734	47705944	24	4437	1211
4438	chr1	47749311	47750547	10	4439	1237
4444	chr1	47770440	47770965	9	4445	526
4446	chr1	47780225	47781516	97	4447	1292
4453	chr1	47815979	47817875	39	4454	1897
4459	chr1	47853034	47853656	45	4460	623
4461	chr1	47887319	47888713	26	4462	1395
4468	chr1	47939760	47940850	36	4469	1091
4473	chr1	48041828	48043774	24	4474	1947
4477	chr1	48066820	48067830	15	4478	1011
4481	chr1	48172308	48173416	9	4482	1109
4490	chr1	48239079	48240626	22	4491	1548
4495	chr1	48246732	48247224	20	4496	493
4496	chr1	48246740	48247218	12	4497	479
4509	chr1	48650114	48653684	25	4510	3571
4516	chr1	48688159	48689306	49	4517	1148
4517	chr1	48732224	48735013	21	4518	2790
4518	chr1	48766603	48767817	27	4519	1215
4542	chr1	49627906	49629327	12	4543	1422
4561	chr1	50439603	50440088	29	4562	486
4564	chr1	50644440	50646244	22	4565	1805
4570	chr1	51066720	51068382	21	4571	1663
4612	chr1	52354186	52355225	67	4613	1040
4618	chr1	52598187	52599319	15	4619	1133
4630	chr1	52833864	52834645	16	4631	782
4647	chr1	53125234	53126007	46	4648	774
4649	chr1	53133432	53134497	29	4650	1066
4651	chr1	53176778	53177359	18	4652	582
4656	chr1	53244306	53246334	10	4657	2029
4658	chr1	53272432	53274315	84	4659	1884
4661	chr1	53273148	53274083	42	4662	936
4663	chr1	53282342	53282798	21	4664	457
4666	chr1	53339845	53340998	27	4667	1154
4673	chr1	53368784	53369592	53	4674	809
4675	chr1	53369266	53370823	24	4676	1558
4679	chr1	53412418	53413083	13	4680	666
4685	chr1	53475400	53476844	34	4686	1445
4687	chr1	53485661	53486768	28	4688	1108
4689	chr1	53498951	53499311	53	4690	361
4691	chr1	53504062	53505088	18	4692	1027
4698	chr1	53533335	53534048	17	4699	714
4704	chr1	53546043	53546849	41	4705	807
4714	chr1	53617732	53618109	17	4715	378
4715	chr1	53617965	53618346	22	4716	382
4721	chr1	53636856	53637914	28	4722	1059
4725	chr1	53642725	53643832	26	4726	1108
4736	chr1	53677714	53679129	18	4737	1416
4738	chr1	53684430	53685920	22	4739	1491
4747	chr1	53702296	53703236	22	4748	941
4749	chr1	53702297	53703236	56	4750	940
4751	chr1	53748151	53748740	10	4752	590
4759	chr1	54006541	54006917	78	4760	377
4760	chr1	54006688	54009005	31	4761	2318
4761	chr1	54009772	54010499	21	4762	728
4763	chr1	54022146	54022678	52	4764	533
4779	chr1	54166074	54167553	22	4780	1480
4786	chr1	54189571	54191259	42	4787	1689
4790	chr1	54223600	54225071	28	4791	1472
4795	chr1	54260341	54261947	36	4796	1607
4798	chr1	54271404	54272123	50	4799	720
4808	chr1	54326101	54326701	51	4809	601
4809	chr1	54332267	54332784	20	4810	518
4811	chr1	54342823	54343803	97	4812	981
4820	chr1	54391356	54392321	193	4821	966
4823	chr1	54413100	54415192	26	4824	2093
4825	chr1	54413370	54415395	38	4826	2026
4831	chr1	54471509	54472077	62	4832	569
4834	chr1	54542795	54544057	19	4835	1263
4836	chr1	54564526	54565292	15	4837	767
4839	chr1	54597087	54597397	66	4840	311
4840	chr1	54605054	54605637	20	4841	584
4856	chr1	54850861	54852711	22	4857	1851
4859	chr1	54870678	54872390	69	4860	1713
4866	chr1	54975443	54978498	16	4867	3056
4869	chr1	54988809	54989556	37	4870	748
4872	chr1	54991650	54992215	59	4873	566
4947	chr1	56407276	56409181	16	4948	1906
4949	chr1	56434861	56435011	22	4950	151
4962	chr1	56931628	56932632	17	4963	1005
5011	chr1	58148338	58149771	12	5012	1434
5023	chr1	58398207	58399936	29	5024	1730
5025	chr1	58411745	58414509	31	5026	2765
5028	chr1	58421839	58425037	48	5029	3199
5045	chr1	58691569	58691898	14	5046	330
5049	chr1	58941504	58941975	14	5050	472
5055	chr1	59015431	59016219	52	5056	789
5060	chr1	59056111	59057205	16	5061	1095
5063	chr1	59077706	59078442	29	5064	737
5064	chr1	59108680	59109431	19	5065	752
5082	chr1	59610356	59610927	47	5083	572
5095	chr1	59950392	59951080	87	5096	689
5098	chr1	59971313	59973038	66	5099	1726
5135	chr1	61463193	61463540	51	5136	348
5144	chr1	62167867	62168919	9	5145	1053
5155	chr1	62354285	62356611	13	5156	2327
5163	chr1	63043233	63044092	24	5164	860
5182	chr1	63657048	63666487	33	5183	9440
5184	chr1	63742986	63746105	28	5185	3120
5222	chr1	64856235	64856936	115	5223	702
5230	chr1	64935296	64936845	16	5231	1550
5240	chr1	65192376	65195253	20	5241	2878
5310	chr1	68043488	68044176	48	5311	689
5312	chr1	68112055	68113080	69	5313	1026
5316	chr1	68164209	68165795	14	5317	1587
5318	chr1	68179039	68182877	18	5319	3839
5358	chr1	71017110	71018031	31	5359	922
5379	chr1	73788917	73790454	9	5380	1538
5380	chr1	73789786	73790334	14	5381	549
5397	chr1	75373674	75374775	20	5398	1102
5412	chr1	76040059	76040790	19	5413	732
5417	chr1	76509664	76511831	9	5418	2168
5426	chr1	77058373	77058889	20	5427	517
5428	chr1	77177266	77180054	9	5429	2789
5446	chr1	79044892	79045632	14	5447	741
5452	chr1	79805967	79806353	10	5453	387
5481	chr1	81801091	81801791	35	5482	701
5482	chr1	81801373	81801775	46	5483	403
5525	chr1	85279233	85280001	130	5526	769
5528	chr1	85298291	85301488	29	5529	3198
5535	chr1	85378486	85383747	20	5536	5262
5539	chr1	85453088	85454398	30	5540	1311
5550	chr1	86027429	86027807	45	5551	379
5552	chr1	86222872	86228899	27	5553	6028
5558	chr1	86281335	86282922	14	5559	1588
5577	chr1	87163495	87163852	9	5578	358
5581	chr1	87528688	87529236	21	5582	549
5587	chr1	87785718	87786543	19	5588	826
5591	chr1	88036443	88037014	74	5592	572
5606	chr1	89338701	89339691	16	5607	991
5648	chr1	91157313	91159230	44	5649	1918
5670	chr1	91706395	91709029	19	5671	2635
5677	chr1	91830406	91831066	60	5678	661
5680	chr1	91868898	91869602	60	5681	705
5681	chr1	91868908	91873909	22	5682	5002
5688	chr1	92482042	92482969	17	5689	928
5703	chr1	93346625	93346997	9	5704	373
5709	chr1	93566314	93567532	23	5710	1219
5711	chr1	93598217	93599630	33	5712	1414
5717	chr1	93757237	93757987	70	5718	751
5724	chr1	93898515	93898820	13	5725	306
5730	chr1	94009032	94009379	15	5731	348
5736	chr1	94075504	94076261	64	5737	758
5742	chr1	94165803	94166427	18	5743	625
5754	chr1	94591731	94593698	30	5755	1968
5756	chr1	94592629	94594278	91	5757	1650
5757	chr1	94641732	94642126	18	5758	395
5758	chr1	94644138	94645225	17	5759	1088
5764	chr1	94701283	94702705	27	5765	1423
5791	chr1	95645190	95646207	18	5792	1018
5800	chr1	96438828	96439692	30	5801	865
5815	chr1	98103897	98104794	11	5816	898
5834	chr1	99695440	99696634	9	5835	1195
5838	chr1	100352541	100353022	16	5839	482
5852	chr1	101277532	101280190	13	5853	2659
5856	chr1	101362557	101364311	32	5857	1755
5880	chr1	104559661	104560418	16	5881	758
5894	chr1	107460952	107461734	38	5895	783
5897	chr1	107532375	107532998	37	5898	624
5938	chr1	109234705	109236152	16	5939	1448
5939	chr1	109235576	109235876	68	5940	301
5940	chr1	109239241	109239827	14	5941	587
5948	chr1	109299578	109300507	74	5949	930
5953	chr1	109355942	109356598	27	5954	657
5962	chr1	109530363	109530842	49	5963	480
5963	chr1	109532933	109533213	50	5964	281
5969	chr1	109622708	109623228	16	5970	521
5980	chr1	109748722	109750075	29	5981	1354
5983	chr1	109749836	109752300	26	5984	2465
5989	chr1	109770004	109770501	25	5990	498
5999	chr1	109881796	109882170	15	6000	375
6000	chr1	109882689	109883227	34	6001	539
6001	chr1	109884230	109885177	28	6002	948
6002	chr1	109885101	109885431	19	6003	331
6011	chr1	109915242	109916150	53	6012	909
6021	chr1	110080279	110080904	12	6022	626
6032	chr1	110192596	110193746	28	6033	1151
6071	chr1	110603730	110604471	30	6072	742
6078	chr1	110714284	110717061	25	6079	2778
6091	chr1	111386093	111386828	9	6092	736
6096	chr1	111486703	111488065	25	6097	1363
6110	chr1	111846372	111847895	65	6111	1524
6118	chr1	111923286	111924435	63	6119	1150
6122	chr1	111944092	111945299	91	6123	1208
6124	chr1	111945011	111946088	72	6125	1078
6133	chr1	112011027	112013659	22	6134	2633
6157	chr1	112512912	112514386	11	6158	1475
6184	chr1	112956696	112958187	29	6185	1492
6192	chr1	113216190	113217263	12	6193	1074
6224	chr1	114061247	114061719	11	6225	473
6230	chr1	114144408	114145012	29	6231	605
6237	chr1	114349266	114350100	14	6238	835
6255	chr1	115119940	115120115	38	6256	176
6260	chr1	115217005	115218250	20	6261	1246
6264	chr1	115293777	115294138	36	6265	362
6269	chr1	115425923	115429844	31	6270	3922
6279	chr1	115655854	115657919	23	6280	2066
6290	chr1	115947399	115948549	15	6291	1151
6297	chr1	116115652	116126801	14	6298	11150
6304	chr1	116234093	116236048	15	6305	1956
6313	chr1	116364355	116365699	20	6314	1345
6320	chr1	116417685	116418170	16	6321	486
6322	chr1	116448571	116448989	31	6323	419
6324	chr1	116460296	116461307	45	6325	1012
6340	chr1	116984902	116986192	24	6341	1291
6361	chr1	117656621	117657429	24	6362	809
6365	chr1	117706776	117711803	49	6366	5028
6375	chr1	117841430	117843426	18	6376	1997
6387	chr1	118983217	118984337	68	6388	1121
6392	chr1	119144839	119149183	10	6393	4345
6404	chr1	119439753	119440172	19	6405	420
6405	chr1	119473617	119474878	25	6406	1262
6416	chr1	119719713	119720745	17	6417	1033
6421	chr1	119743013	119744175	39	6422	1163
6426	chr1	119793611	119794585	34	6427	975
6432	chr1	119885244	119885782	14	6433	539
6501	chr1	143563329	143564137	22	6502	809
6506	chr1	143651796	143652359	30	6507	564
6518	chr1	145839351	145840495	13	6519	1145
6524	chr1	145878659	145879468	17	6525	810
6529	chr1	145905504	145906061	13	6530	558
6563	chr1	147786709	147798802	17	6564	12094
6573	chr1	148361556	148362395	16	6574	840
6579	chr1	148435804	148436283	20	6580	480
6593	chr1	150168937	150170451	27	6594	1515
6623	chr1	150531974	150533097	45	6624	1124
6627	chr1	150557942	150560130	30	6628	2189
6629	chr1	150560867	150561398	30	6630	532
6648	chr1	150982154	150984536	16	6649	2383
6654	chr1	151007195	151007955	24	6655	761
6658	chr1	151070279	151071425	50	6659	1147
6663	chr1	151131505	151131602	546	6664	98
6668	chr1	151164745	151165294	39	6669	550
6701	chr1	151512366	151513014	34	6702	649
6712	chr1	151705127	151705867	32	6713	741
6721	chr1	151822698	151823680	37	6722	983
6727	chr1	151988699	151989563	14	6728	865
6752	chr1	152424577	152427570	14	6753	2994
6757	chr1	152499921	152501679	28	6758	1759
6761	chr1	152537727	152538120	29	6762	394
6763	chr1	152546572	152547140	57	6764	569
6788	chr1	153259027	153260601	15	6789	1575
6793	chr1	153344408	153347143	12	6794	2736
6795	chr1	153345712	153353083	10	6796	7372
6796	chr1	153355656	153357992	34	6797	2337
6817	chr1	153473195	153473718	28	6818	524
6819	chr1	153509181	153509630	42	6820	450
6824	chr1	153564257	153564826	38	6825	570
6826	chr1	153566696	153567130	173	6827	435
6831	chr1	153639378	153640722	11	6832	1345
6839	chr1	153668712	153668976	14	6840	265
6842	chr1	153681987	153682980	48	6843	994
6849	chr1	153914680	153915308	15	6850	629
6853	chr1	153936862	153937642	30	6854	781
6855	chr1	153938277	153940456	10	6856	2180
6856	chr1	153956362	153957072	53	6857	711
6861	chr1	154105422	154106192	24	6862	771
6882	chr1	154499042	154500759	30	6883	1718
6884	chr1	154507118	154507491	77	6885	374
6892	chr1	154578148	154578799	148	6893	652
6896	chr1	154587583	154589150	52	6897	1568
6905	chr1	154750530	154750896	23	6906	367
6910	chr1	154771903	154772815	59	6911	913
6918	chr1	154844394	154845174	30	6919	781
6925	chr1	154918660	154919319	17	6926	660
6926	chr1	154918701	154919319	12	6927	619
6927	chr1	154924701	154924954	36	6928	254
6928	chr1	154929135	154930111	31	6929	977
6937	chr1	154953749	154954187	36	6938	439
6939	chr1	154956477	154957941	57	6940	1465
6943	chr1	154996330	154997748	36	6944	1419
6963	chr1	155168003	155169617	42	6964	1615
6968	chr1	155181397	155182125	74	6969	729
6971	chr1	155186863	155187551	31	6972	689
6995	chr1	155617017	155620215	17	6996	3199
7016	chr1	155944835	155947562	16	7017	2728
7020	chr1	155967364	155968794	103	7021	1431
7021	chr1	155967382	155967882	61	7022	501
7035	chr1	156059759	156060444	24	7036	686
7043	chr1	156076640	156077115	16	7044	476
7059	chr1	156153525	156154184	39	7060	660
7061	chr1	156160168	156160904	29	7062	737
7070	chr1	156240212	156241324	48	7071	1113
7084	chr1	156381800	156382497	47	7085	698
7085	chr1	156382129	156383060	51	7086	932
7095	chr1	156428774	156429985	37	7096	1212
7099	chr1	156477345	156479082	19	7100	1738
7102	chr1	156492354	156495502	80	7103	3149
7104	chr1	156494742	156495474	30	7105	733
7112	chr1	156554797	156555175	47	7113	379
7118	chr1	156642995	156644967	36	7119	1973
7120	chr1	156644324	156645045	52	7121	722
7121	chr1	156650318	156651009	53	7122	692
7130	chr1	156705355	156706790	12	7131	1436
7157	chr1	156930200	156930767	82	7158	568
7172	chr1	157118983	157119470	62	7173	488
7178	chr1	157198651	157199241	20	7179	591
7183	chr1	157292240	157293061	153	7184	822
7201	chr1	157457707	157458833	36	7202	1127
7203	chr1	157486726	157487313	20	7204	588
7271	chr1	159798199	159799377	15	7272	1179
7284	chr1	159933687	159934875	25	7285	1189
7292	chr1	160031156	160031825	24	7293	670
7298	chr1	160083155	160083878	13	7299	724
7328	chr1	160674925	160675705	60	7329	781
7331	chr1	160680659	160681542	149	7332	884
7352	chr1	161199119	161202154	36	7353	3036
7361	chr1	161322992	161323313	37	7362	322
7374	chr1	161722115	161723091	19	7375	977
7383	chr1	161985033	161986888	110	7384	1856
7385	chr1	162007855	162010458	48	7386	2604
7388	chr1	162131013	162133118	9	7389	2106
7390	chr1	162209454	162213626	53	7391	4173
7402	chr1	162419679	162421928	13	7403	2250
7419	chr1	162918700	162919315	27	7420	616
7464	chr1	165061549	165064041	14	7465	2493
7480	chr1	165257055	165258321	24	7481	1267
7482	chr1	165283615	165284943	9	7483	1329
7488	chr1	165352486	165352861	20	7489	376
7490	chr1	165427661	165428758	19	7491	1098
7496	chr1	165560913	165561904	22	7497	992
7498	chr1	165596980	165597718	11	7499	739
7506	chr1	165782892	165786741	20	7507	3850
7548	chr1	167093321	167095788	50	7549	2468
7552	chr1	167127131	167128240	17	7553	1110
7561	chr1	167479219	167481314	15	7562	2096
7568	chr1	167687233	167688287	30	7569	1055
7571	chr1	167789765	167792534	33	7572	2770
7580	chr1	168092176	168092561	28	7581	386
7588	chr1	168225200	168226963	18	7589	1764
7592	chr1	168375333	168377229	14	7593	1897
7594	chr1	168385844	168386714	18	7595	871
7601	chr1	168428929	168429998	24	7602	1070
7604	chr1	168439472	168440281	17	7605	810
7607	chr1	168603473	168604095	36	7608	623
7621	chr1	168792327	168793362	12	7622	1036
7629	chr1	169104914	169108516	21	7630	3603
7636	chr1	169586670	169586959	49	7637	290
7642	chr1	169741068	169745379	23	7643	4312
7657	chr1	170833258	170834022	62	7658	765
7669	chr1	171350940	171353093	11	7670	2154
7695	chr1	172722035	172723507	14	7696	1473
7715	chr1	173504902	173505077	111	7716	176
7752	chr1	175234419	175234839	24	7753	421
7758	chr1	175354207	175354904	26	7759	698
7766	chr1	175451306	175452419	22	7767	1114
7772	chr1	175501900	175502521	45	7773	622
7790	chr1	175700233	175700589	46	7791	357
7793	chr1	175803004	175803339	21	7794	336
7794	chr1	175863783	175864914	28	7795	1132
7807	chr1	176689923	176697413	14	7808	7491
7826	chr1	177280406	177281314	37	7827	909
7828	chr1	177354922	177356681	39	7829	1760
7834	chr1	177555464	177555844	37	7835	381
7842	chr1	178083084	178085078	16	7843	1995
7849	chr1	178529023	178531520	16	7850	2498
7871	chr1	179002909	179004031	105	7872	1123
7875	chr1	179023499	179024237	32	7876	739
7880	chr1	179042289	179043052	45	7881	764
7885	chr1	179087906	179088994	106	7886	1089
7895	chr1	179478753	179480179	24	7896	1427
7905	chr1	179815742	179818484	23	7906	2743
7907	chr1	179816893	179818423	29	7908	1531
7915	chr1	180185193	180186998	9	7916	1806
7921	chr1	180194585	180196535	18	7922	1951
7929	chr1	180231099	180231636	14	7930	538
7931	chr1	180252013	180252543	26	7932	531
7933	chr1	180255727	180256527	44	7934	801
7946	chr1	180906866	180907638	28	7947	773
7952	chr1	180918023	180918754	59	7953	732
7953	chr1	180927038	180927462	42	7954	425
7954	chr1	180936643	180937948	12	7955	1306
7956	chr1	180941814	180942811	26	7957	998
7958	chr1	180956095	180957118	46	7959	1024
7975	chr1	181184175	181185485	28	7976	1311
7981	chr1	181217864	181220347	28	7982	2484
7989	chr1	181230155	181231165	130	7990	1011
7999	chr1	181397073	181398197	14	8000	1125
8035	chr1	182070699	182072234	36	8036	1536
8037	chr1	182127725	182131413	46	8038	3689
8080	chr1	182753124	182754654	27	8081	1531
8087	chr1	183272227	183272924	13	8088	698
8088	chr1	183281860	183282350	22	8089	491
8092	chr1	183318226	183319302	44	8093	1077
8095	chr1	183355006	183356156	19	8096	1151
8101	chr1	183577365	183578171	40	8102	807
8103	chr1	183577366	183578171	20	8104	806
8126	chr1	184454558	184455761	10	8127	1204
8144	chr1	184808045	184809189	15	8145	1145
8171	chr1	186765005	186765726	23	8172	722
8192	chr1	190860249	190860786	18	8193	538
8215	chr1	193927345	193928036	29	8216	692
8217	chr1	194103450	194104202	21	8218	753
8227	chr1	195791530	195791933	73	8228	404
8230	chr1	195966423	195968397	19	8231	1975
8256	chr1	197912223	197914369	37	8257	2147
8261	chr1	198054437	198054984	19	8262	548
8267	chr1	199218254	199218632	26	8268	379
8279	chr1	200150935	200152190	18	8280	1256
8296	chr1	200357412	200357812	22	8297	401
8321	chr1	201039048	201039853	70	8322	806
8350	chr1	201225939	201227074	29	8351	1136
8352	chr1	201248824	201249413	53	8353	590
8353	chr1	201250865	201251639	44	8354	775
8357	chr1	201288026	201289716	14	8358	1691
8358	chr1	201288302	201289856	33	8359	1555
8365	chr1	201324330	201324841	36	8366	512
8366	chr1	201330610	201331702	22	8367	1093
8380	chr1	201374731	201375260	48	8381	530
8384	chr1	201379652	201380596	34	8385	945
8404	chr1	201459625	201460043	40	8405	419
8414	chr1	201483437	201485956	81	8415	2520
8415	chr1	201483665	201485848	39	8416	2184
8419	chr1	201497104	201500884	14	8420	3781
8424	chr1	201512088	201515363	60	8425	3276
8429	chr1	201536657	201538800	19	8430	2144
8437	chr1	201562983	201563970	17	8438	988
8441	chr1	201592313	201593485	47	8442	1173
8443	chr1	201592941	201593350	36	8444	410
8448	chr1	201608512	201609066	36	8449	555
8449	chr1	201608513	201608860	64	8450	348
8458	chr1	201684578	201685300	10	8459	723
8476	chr1	201927974	201928664	22	8477	691
8482	chr1	201997086	201997532	64	8483	447
8514	chr1	202195684	202197278	24	8515	1595
8516	chr1	202196051	202197278	16	8517	1228
8518	chr1	202215354	202215937	108	8519	584
8530	chr1	202301720	202302175	13	8531	456
8533	chr1	202317795	202318483	80	8534	689
8542	chr1	202638822	202638968	35	8543	147
8546	chr1	202655179	202655841	26	8547	663
8566	chr1	202965691	202966447	41	8567	757
8571	chr1	203035792	203036459	24	8572	668
8573	chr1	203059756	203060343	26	8574	588
8576	chr1	203112832	203118092	60	8577	5261
8579	chr1	203140266	203140954	10	8580	689
8584	chr1	203155423	203158921	35	8585	3499
8606	chr1	203286430	203287184	38	8607	755
8610	chr1	203323726	203325392	49	8611	1667
8613	chr1	203344025	203344651	11	8614	627
8615	chr1	203344776	203346314	10	8616	1539
8619	chr1	203347169	203348519	58	8620	1351
8623	chr1	203362874	203365537	24	8624	2664
8626	chr1	203366851	203368191	21	8627	1341
8636	chr1	203483609	203483979	30	8637	371
8650	chr1	203602891	203603208	21	8651	318
8652	chr1	203610701	203612828	10	8653	2128
8657	chr1	203678457	203679515	25	8658	1059
8661	chr1	203708215	203710046	11	8662	1832
8673	chr1	203790719	203791706	12	8674	988
8683	chr1	204083461	204086528	9	8684	3068
8689	chr1	204118247	204119373	20	8690	1127
8690	chr1	204118945	204119377	48	8691	433
8692	chr1	204149292	204150613	14	8693	1322
8697	chr1	204153977	204156305	59	8698	2329
8701	chr1	204171757	204173526	21	8702	1770
8702	chr1	204172815	204173518	27	8703	704
8711	chr1	204227573	204229067	18	8712	1495
8714	chr1	204247004	204249891	22	8715	2888
8727	chr1	204320402	204321243	33	8728	842
8735	chr1	204369165	204372016	73	8736	2852
8736	chr1	204373179	204373514	31	8737	336
8742	chr1	204436234	204436546	14	8743	313
8744	chr1	204445928	204446606	60	8745	679
8745	chr1	204446172	204446540	60	8746	369
8758	chr1	204647710	204648842	21	8759	1133
