PeakID (cmd=annotatePeaks.pl /home/qukun/minghaofang/workspace/project/ecc/paper_data_final/03.analysis/cresil/E0771/ecc_pipe_result/cresil_result.analysis.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
11.97-6	chr17	50357746	50358417	+	8000	NA	Intergenic	B2_Mm2|SINE|B2	-64461	NM_010021	13164	Mm.280641	NM_010021	ENSMUSG00000010592	Dazl	Daz-like|Dazh|Dazl1|Dazla|Tpx-2|Tpx2	deleted in azoospermia-like	protein-coding
5.97-18	chr19	35755241	35755754	+	7999	NA	Intergenic	Intergenic	169081	NR_152130	329056	Mm.238105	NR_152130	ENSMUSG00000094707	A830019P07Rik	-	RIKEN cDNA A830019P07 gene	ncRNA
6.02-11	chr5	49322110	49322354	+	7998	NA	Intergenic	L1M2|LINE|L1	-36573	NM_001199244	80334	Mm.160172	NM_030265	ENSMUSG00000029088	Kcnip4	AV032399|Calp|Calp250|KChIP4|KChIP4a	Kv channel interacting protein 4	protein-coding
6.64-5	chr9	111907274	111908838	+	7997	NA	Intergenic	Intergenic	210655	NR_029823	723815		NR_029823	ENSMUSG00000065441	Mir128-2	Mirn128-2|Mirn128b|mir-128-2|mir-128b	microRNA 128-2	ncRNA
19.87	chr6	130130582	130131276	+	7996	NA	intron (NM_053152, intron 3 of 5)	L1Md_F2|LINE|L1	-1031	NM_001101620	16639	Mm.439698	NM_010650	ENSMUSG00000089727	Klra8	Cmv-1|Cmv1|Ly49h|Ly49u<129>	killer cell lectin-like receptor, subfamily A, member 8	protein-coding
6.78-5	chr4	11661184	11663109	+	7995	NA	Intergenic	Intergenic	-42301	NM_010276	14579	Mm.247486	NM_010276	ENSMUSG00000028214	Gem	AV020497	GTP binding protein (gene overexpressed in skeletal muscle)	protein-coding
11.89-9	chr15	59427496	59428065	+	7994	NA	intron (NM_001164604, intron 3 of 4)	intron (NM_001164604, intron 3 of 4)	53582	NM_001164604	68501	Mm.27762	NM_026746	ENSMUSG00000059586	Nsmce2	1110014D18Rik|AI661537	NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase	protein-coding
5.9-2	chr4	99222698	99225366	+	7993	NA	intron (NM_175029, intron 6 of 10)	RSINE1|SINE|B4	29885	NM_001145967	242557	Mm.241663	NM_175029	ENSMUSG00000028550	Atg4c	Apg4-C|Apg4c|Atg4cl|Autl1	autophagy related 4C, cysteine peptidase	protein-coding
12.77-3	chr14	76839103	76840615	+	7992	NA	Intergenic	Intergenic	79728	NR_153763	73883	Mm.489041	NR_153763		4930431P22Rik	-	RIKEN cDNA 4930431P22 gene	ncRNA
22.1	chr1	80257875	80259171	+	7991	NA	Intergenic	Intergenic	-44579	NM_173425	241128	Mm.145511	NM_173425	ENSMUSG00000043230	Fam124b	A830043J08Rik	family with sequence similarity 124, member B	protein-coding
11.96-7	chr12	58836838	58839348	+	7990	NA	Intergenic	Intergenic	173924	NM_009147	20334	Mm.491137	NM_009147	ENSMUSG00000020986	Sec23a	Msec23|Sec23r	SEC23 homolog A, COPII coat complex component	protein-coding
7.02	chr5	33154466	33157084	+	7989	NA	intron (NM_019810, intron 12 of 14)	intron (NM_019810, intron 12 of 14)	51556	NM_019810	20537	Mm.25237	NM_019810	ENSMUSG00000011034	Slc5a1	Sglt1	solute carrier family 5 (sodium/glucose cotransporter), member 1	protein-coding
18.61-2	chr14	15327628	15327954	+	7988	NA	Intergenic	ORR1E|LTR|ERVL-MaLR	-109832	NR_152122	77981	Mm.138039	NM_001033183		B230110C06Rik	-	RIKEN cDNA B230110C06 gene	ncRNA
14.67-2	chr11	102711618	102712320	+	7987	NA	Intergenic	RLTR1C|LTR|ERV1	-14244	NM_025918	52715	Mm.277638	NM_025918	ENSMUSG00000020925	Ccdc43	2610001E01Rik|D11Ertd707e	coiled-coil domain containing 43	protein-coding
7.85-4	chr2	10639311	10639688	+	7986	NA	Intergenic	Intergenic	121344	NR_035418	100316831		NR_035418	ENSMUSG00000080594	Mir669h	Mirn669h|mir-669h|mmu-mir-669h	microRNA 669h	ncRNA
16.77-6	chr17	69906644	69907073	+	7985	NA	Intergenic	Lx3_Mus|LINE|L1	-62215	NM_001347411	224997	Mm.311840	NM_027712	ENSMUSG00000003279	Dlgap1	4933422O14Rik|9630002F18|AI845682|AI848168|BB075781|D17Bwg0511e|GKAP/SAPAP|GKPA/SAPAP|Gkap|Sapap1|mKIAA4162	DLG associated protein 1	protein-coding
9.77-5	chr6	40680749	40681094	+	7984	NA	intron (NM_001171003, intron 26 of 47)	intron (NM_001171003, intron 26 of 47)	52090	NM_001368875	232714	Mm.33401	NM_001171003	ENSMUSG00000068587	Mgam	6030407P20Rik|MGA	maltase-glucoamylase	protein-coding
15.97-3	chr14	121960432	121960777	+	7983	NA	intron (NM_183031, intron 1 of 1)	intron (NM_183031, intron 1 of 1)	4589	NM_183031	321019	Mm.265618	NM_183031	ENSMUSG00000051212	Gpr183	Ebi2	G protein-coupled receptor 183	protein-coding
30.04	chr1	42570997	42571398	+	7982	NA	Intergenic	Intergenic	123628	NR_027826	66297	Mm.45203	NM_183252	ENSMUSG00000060424	Pantr1	2610017I09Rik|Pou3f3os|linc-Brn1a	POU domain, class 3, transcription factor 3 adjacent noncoding transcript 1	ncRNA
11.9-7	chr11	24376158	24377305	+	7981	NA	Intergenic	Intergenic	-105178	NR_045857	71316	Mm.79162	NR_045857	ENSMUSG00000086892	4933430M04Rik	-	RIKEN cDNA 4933430M04 gene	ncRNA
8.34-5	chr15	4515061	4515363	+	7980	NA	intron (NM_177355, intron 1 of 2)	intron (NM_177355, intron 1 of 2)	139721	NM_177355	239318	Mm.308996	NM_177355	ENSMUSG00000049148	Plcxd3	B130016O10Rik	phosphatidylinositol-specific phospholipase C, X domain containing 3	protein-coding
43.52	chr2	52084868	52085201	+	7979	NA	exon (NM_001355415, exon 10 of 36)	exon (NM_001355415, exon 10 of 36)	12197	NM_001355415	51869	Mm.254530	NM_175238	ENSMUSG00000036202	Rif1	5730435J01Rik|6530403D07Rik|AU016181|AW549474|D2Ertd145e	replication timing regulatory factor 1	protein-coding
75.76	chr19	59624881	59625446	+	7978	NA	Intergenic	Intergenic	132027	NR_045308	72647	Mm.410849	NR_045308	ENSMUSG00000100119	2700089I24Rik	-	RIKEN cDNA 2700089I24 gene	ncRNA
35.55	chr14	8023343	8023685	+	7977	NA	intron (NM_001331064, intron 1 of 8)	L1VL2|LINE|L1	20548	NM_001331064	66082	Mm.181473	NM_025341	ENSMUSG00000025277	Abhd6	0610041D24Rik|AA673485|AV065425	abhydrolase domain containing 6	protein-coding
21.9	chr16	91412613	91413533	+	7976	NA	intron (NM_008349, intron 3 of 6)	intron (NM_008349, intron 3 of 6)	6838	NM_008349	16155	Mm.4154	NM_008349	ENSMUSG00000022969	Il10rb	6620401D04Rik|AI528744|CRF2-4|Crfb4|D16H21S58|D21S58h|IL-10R2|Il10r2	interleukin 10 receptor, beta	protein-coding
21.95-2	chr16	8501928	8502419	+	7975	NA	Intergenic	IAPEY3-int|LTR|ERVK	-11256	NM_172961	268860	Mm.259315	NM_172961	ENSMUSG00000057880	Abat	9630038C02Rik|AI255750|Gabaat|Gabat|Gm9851|I54|Laibat|X61497	4-aminobutyrate aminotransferase	protein-coding
30.47-2	chr8	6853184	6854316	+	7974	NA	Intergenic	L1Md_F2|LINE|L1	-1748463	NM_011388	20494	Mm.3500	NM_011388	ENSMUSG00000023073	Slc10a2	9130221J18Rik|AI605518|ASBT|IBAT|ISBT	solute carrier family 10, member 2	protein-coding
22.17-2	chr6	137114145	137114437	+	7973	NA	intron (NM_181988, intron 2 of 4)	intron (NM_181988, intron 2 of 4)	55427	NM_001164214	232441	Mm.46233	NM_181988	ENSMUSG00000030222	Rerg	-	RAS-like, estrogen-regulated, growth-inhibitor	protein-coding
7.04-4	chr4	20857605	20857996	+	7972	NA	Intergenic	IAPEY4_I-int|LTR|ERVK	-79132	NM_001290410	269513	Mm.317473	NM_172987	ENSMUSG00000055761	Nkain3	C530048M05|E130310K16Rik	Na+/K+ transporting ATPase interacting 3	protein-coding
12.14	chr18	84722496	84724904	+	7971	NA	intron (NM_173770, intron 1 of 4)	intron (NM_173770, intron 1 of 4)	3556	NM_173770	240479	Mm.472378	NM_173770	ENSMUSG00000047992	Dipk1c	B230399E16Rik|Fam69c	divergent protein kinase domain 1C	protein-coding
15.78-3	chr9	122813145	122814281	+	7970	NA	intron (NM_001013405, intron 3 of 10)	intron (NM_001013405, intron 3 of 10)	8166	NM_001013405	382117	Mm.215892	NM_001013405	ENSMUSG00000046603	Tcaim	D9Ertd402e|Gm1129|TOAG-1	T cell activation inhibitor, mitochondrial	protein-coding
19.8	chr13	45116888	45117211	+	7969	NA	Intergenic	MLT1J|LTR|ERVL-MaLR	-114953	NM_025772	94245	Mm.352311	NM_025772	ENSMUSG00000057531	Dtnbp1	5430437B18Rik|AW048963|Bloc1s8|dysbindin|sdy	dystrobrevin binding protein 1	protein-coding
29.06	chr16	92791393	92791674	+	7968	NA	intron (NM_001111021, intron 2 of 7)	intron (NM_001111021, intron 2 of 7)	34541	NM_001111021	12394	Mm.4081	NM_009821	ENSMUSG00000022952	Runx1	AML1|CBF-alpha-2|Cbfa2|Pebp2a2|Pebpa2b	runt related transcription factor 1	protein-coding
8.9-4	chr9	101658083	101658447	+	7967	NA	Intergenic	Intergenic	316071	NR_110509	102633035	Mm.411422	NR_110509	ENSMUSG00000101941	Gm28979	-	predicted gene 28979	ncRNA
29.59-3	chr4	151657867	151658378	+	7966	NA	intron (NM_001081557, intron 3 of 23)	intron (NM_001081557, intron 3 of 23)	203646	NM_001081557	100072	Mm.318846	NM_001081557	ENSMUSG00000014592	Camta1	1810059M14Rik|2310058O09Rik|AI316882|AW987475|mKIAA0833	calmodulin binding transcription activator 1	protein-coding
25.81-3	chr13	62601727	62602427	+	7965	NA	TTS (NM_173381)	TTS (NM_173381)	22105	NM_001324406	211378	Mm.247448	NM_173381	ENSMUSG00000072066	6720489N17Rik	9330128I06	RIKEN cDNA 6720489N17 gene	protein-coding
12.51-3	chr3	72632937	72633642	+	7964	NA	Intergenic	L1MD3|LINE|L1	334574	NM_001081137	69983	Mm.261054	NM_001081137	ENSMUSG00000027790	Sis	2010204N08Rik|SI|Si-s	sucrase isomaltase (alpha-glucosidase)	protein-coding
25.25	chr3	83007062	83007481	+	7963	NA	promoter-TSS (NM_001317105)	promoter-TSS (NM_001317105)	-453	NM_001317105	99571	Mm.16422	NM_133862	ENSMUSG00000033860	Fgg	3010002H13Rik|AI256424	fibrinogen gamma chain	protein-coding
9.95-8	chr15	84100826	84101835	+	7962	NA	intron (NM_001356515, intron 1 of 7)	intron (NM_001356515, intron 1 of 7)	4424	NM_013873	29859	Mm.248796	NM_013873	ENSMUSG00000018865	Sult4a1	2400007A17Rik|AI853543|BR-STL|BR-STL-1|NST|ST4A1|Sultx3|mBR-STL	sulfotransferase family 4A, member 1	protein-coding
7.91-10	chr17	5221781	5222392	+	7961	NA	intron (NM_001085355, intron 4 of 19)	intron (NM_001085355, intron 4 of 19)	196681	NM_175349	106557	Mm.432764	NM_175349	ENSMUSG00000101959	Ldhal6b	4933402O15Rik|AI326310|LDHL|Ldhal	lactate dehydrogenase A-like 6B	protein-coding
11.98-5	chr2	169671764	169672519	+	7960	NA	intron (NM_080455, intron 1 of 1)	intron (NM_080455, intron 1 of 1)	39632	NM_001363022	228911	Mm.315789	NM_080455	ENSMUSG00000047907	Tshz2	2900073F20Rik|B830045G17|Mtsh2|Sdccag33l|Tsh2|Zfp218|mKIAA4248|teashirt2	teashirt zinc finger family member 2	protein-coding
75.51	chr4	86791884	86792115	+	7959	NA	intron (NM_184088, intron 9 of 31)	RMER15|LTR|ERVL	43444	NM_184088	329877	Mm.273718	NM_184088	ENSMUSG00000038024	Dennd4c	1700065A05Rik|AA420392	DENN/MADD domain containing 4C	protein-coding
11.63-4	chr14	73579911	73580524	+	7958	NA	intron (NM_001361638, intron 4 of 9)	intron (NM_001361638, intron 4 of 9)	27431	NM_011506	20916	Mm.38951	NM_011506	ENSMUSG00000022110	Sucla2	4930547K18Rik|A-SCS|SCS-betaA	succinate-Coenzyme A ligase, ADP-forming, beta subunit	protein-coding
5.99-13	chr13	109809546	109810245	+	7957	NA	intron (NM_011056, intron 7 of 16)	intron (NM_011056, intron 7 of 16)	-93914	NR_035442	100316683		NR_035442	ENSMUSG00000084651	Mir1904	Mirn1904|mmu-mir-1904	microRNA 1904	ncRNA
5.8-6	chr2	169537944	169539048	+	7956	NA	Intergenic	Intergenic	-94013	NM_001363023	228911	Mm.315789	NM_080455	ENSMUSG00000047907	Tshz2	2900073F20Rik|B830045G17|Mtsh2|Sdccag33l|Tsh2|Zfp218|mKIAA4248|teashirt2	teashirt zinc finger family member 2	protein-coding
85.23	chrX	77216820	77217124	+	7955	NA	Intergenic	Intergenic	-294255	NM_020601	21372	Mm.258476	NM_020601	ENSMUSG00000025246	Tbl1x	5330429M20|Tbl1	transducin (beta)-like 1 X-linked	protein-coding
43.76-2	chr10	69394338	69394563	+	7954	NA	Intergenic	Intergenic	-41538	NM_007659	12534	Mm.68442	NM_007659	ENSMUSG00000019942	Cdk1	Cdc2|Cdc2a|p34<CDC2>	cyclin-dependent kinase 1	protein-coding
17.7-2	chr10	47153220	47153931	+	7953	NA	Intergenic	RLTRETN_Mm|LTR|ERVK	908827	NR_028274	100302593		NR_028274	ENSMUSG00000095118	Snord14d	Gm23710	small nucleolar RNA, C/D box 14D	snoRNA
8.42-5	chr10	54945242	54946259	+	7952	NA	Intergenic	Intergenic	869828	NR_038016	100502920	Mm.403982	NR_038016	ENSMUSG00000097069	Gm16998	-	predicted gene, 16998	ncRNA
8.49-9	chr5	20225632	20226428	+	7951	NA	intron (NM_015823, intron 4 of 21)	intron (NM_015823, intron 4 of 21)	318512	NM_001170745	50791	Mm.332231	NM_015823	ENSMUSG00000040003	Magi2	AIP-1|Acvri1|Acvrinp1|Acvrip1|Magi-2|S-SCAM|mKIAA0705	membrane associated guanylate kinase, WW and PDZ domain containing 2	protein-coding
7.4-5	chr17	38549307	38549877	+	7950	NA	Intergenic	Intergenic	-4600	NM_001177585	100126773	Mm.471587	NM_001177585	ENSMUSG00000092244	Esp34	Gm20410	exocrine gland secreted peptide 34	protein-coding
6.45-4	chr4	11093687	11094228	+	7949	NA	Intergenic	Intergenic	-17752	NM_001085493	76947	Mm.275265	NM_001085493	ENSMUSG00000050323	Ndufaf6	2310030N02Rik	NADH:ubiquinone oxidoreductase complex assembly factor 6	protein-coding
25.09-4	chr11	70733309	70733705	+	7948	NA	Intergenic	B1_Mur1|SINE|Alu	27517	NR_105890	102465557		NR_105890	ENSMUSG00000105932	Mir6925	mmu-mir-6925	microRNA 6925	ncRNA
16.02-3	chr4	21617263	21617954	+	7947	NA	Intergenic	MER103C|DNA|hAT-Charlie	68355	NM_001080771	230025	Mm.208541	NM_001080771	ENSMUSG00000040478	Prdm13	-	PR domain containing 13	protein-coding
27.42-2	chr2	180978976	180979725	+	7946	NA	intron (NM_001177706, intron 10 of 11)	intron (NM_001177706, intron 10 of 11)	-7185	NM_028518	73368	Mm.345095	NM_028518	ENSMUSG00000016356	Col20a1	1700051I12Rik	collagen, type XX, alpha 1	protein-coding
24.29-2	chr10	93505876	93506103	+	7945	NA	intron (NM_010401, intron 16 of 19)	B1_Mur3|SINE|Alu	17221	NM_010401	15109	Mm.13000	NM_010401	ENSMUSG00000020017	Hal	Hsd|his|histidase	histidine ammonia lyase	protein-coding
17.97-2	chr8	88323047	88324751	+	7944	NA	intron (NM_001037724, intron 21 of 27)	intron (NM_001037724, intron 21 of 27)	29695	NM_001037724	11513	Mm.288206	NM_007406	ENSMUSG00000031659	Adcy7	AA407758	adenylate cyclase 7	protein-coding
5.92-15	chr1	122259477	122260054	+	7943	NA	Intergenic	MTC|LTR|ERVL-MaLR	54620	NR_151524	102638832	Mm.112794	NR_151524	ENSMUSG00000099960	Gm28590	-	predicted gene 28590	ncRNA
6.82-4	chr18	89467641	89469078	+	7942	NA	intron (NM_001039173, intron 5 of 7)	MLT1A|LTR|ERVL-MaLR	270932	NM_178687	225825	Mm.139293	NM_178687	ENSMUSG00000034028	Cd226	BC051526|DNAM-1|DNAM1|Pta1|TLiSA1	CD226 antigen	protein-coding
9.8-2	chr4	154378813	154379609	+	7941	NA	intron (NM_027504, intron 3 of 16)	intron (NM_027504, intron 3 of 16)	-79316	NM_001112744	230972	Mm.38481	NM_001112744	ENSMUSG00000029032	Arhgef16	-	Rho guanine nucleotide exchange factor (GEF) 16	protein-coding
10.02-7	chr7	108348185	108349240	+	7940	NA	Intergenic	Intergenic	-1733	NM_146310	258307	Mm.377427	NM_146310	ENSMUSG00000093980	Olfr493	MOR204-35	olfactory receptor 493	protein-coding
13.43-2	chr4	71292939	71293517	+	7939	NA	Intergenic	IAPLTR3-int|LTR|ERVK	-758300	NM_172694	230316	Mm.251188	NM_172694	ENSMUSG00000039270	Megf9	4933405H16Rik|9630025C07|Egfl5|mKIAA0818	multiple EGF-like-domains 9	protein-coding
15.92-4	chr5	47090147	47091153	+	7938	NA	Intergenic	Intergenic	-892505	NR_111900	20563	Mm.289739	NM_178804	ENSMUSG00000031558	Slit2	Drad-1|E030015M03Rik|E130320P19Rik|Slil3|b2b1200.1Clo|mKIAA4141|slit-2	slit guidance ligand 2	protein-coding
7.95-7	chr17	57046301	57047357	+	7937	NA	intron (NM_025877, intron 9 of 9)	(GGAA)n|Simple_repeat|Simple_repeat	-5175	NM_001346527	103775	Mm.33647	NM_175333	ENSMUSG00000011486	Slc25a41	4933406J04Rik|AI507137	solute carrier family 25, member 41	protein-coding
21.79-4	chr6	49236230	49236517	+	7936	NA	Intergenic	B3|SINE|B2	-21419	NM_023670	140488	Mm.281018	NM_023670	ENSMUSG00000029814	Igf2bp3	2610101N11Rik|AA522010|AL022933|AU045931|IMP-3|IMP3|Koc13|Neilsen|mimp3	insulin-like growth factor 2 mRNA binding protein 3	protein-coding
6.62-7	chr12	12718068	12721133	+	7935	NA	Intergenic	B4|SINE|B4	-49683	NR_136889	102637952	Mm.421393	NR_136889		Gm34637	-	predicted gene, 34637	ncRNA
13.94-2	chr2	167531161	167532325	+	7934	NA	Intergenic	B1_Mur4|SINE|Alu	-6452	NM_011427	20613	Mm.2093	NM_011427	ENSMUSG00000042821	Snai1	Sna|Sna1|Snail|Snail1	snail family zinc finger 1	protein-coding
6.23-6	chr1	161020886	161022096	+	7933	NA	intron (NM_001356489, intron 4 of 4)	B3|SINE|B2	13358	NM_001356489	240869	Mm.296127	NM_173424	ENSMUSG00000043467	Zbtb37	D430004I08Rik	zinc finger and BTB domain containing 37	protein-coding
7.94-9	chr2	168522114	168523136	+	7932	NA	intron (NM_001037177, intron 6 of 6)	intron (NM_001037177, intron 6 of 6)	67740	NM_010899	18019	Mm.116802	NM_010899	ENSMUSG00000027544	Nfatc2	AI607462|NF-ATc2|NF-ATp|NFAT1|NFAT1-D|Nfatp	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2	protein-coding
4.58-4	chr8	90666351	90666943	+	7931	NA	Intergenic	Lx8|LINE|L1	150746	NR_157160	100503868	Mm.442076	NR_157160	ENSMUSG00000110332	Gm19935	Gm45396	predicted gene, 19935	ncRNA
9.98-4	chr5	129777288	129778822	+	7930	NA	intron (NM_133900, intron 3 of 7)	intron (NM_133900, intron 3 of 7)	9198	NM_133900	100678	Mm.271784	NM_133900	ENSMUSG00000029446	Psph	AI480570|PSP|PSPase	phosphoserine phosphatase	protein-coding
5.89-14	chr10	36256730	36257984	+	7929	NA	Intergenic	L1Md_F|LINE|L1	-249450	NM_001253356	319415	Mm.332442	NM_001081208	ENSMUSG00000044499	Hs3st5	D930005L05Rik|Gm1151|Hs3ost5	heparan sulfate (glucosamine) 3-O-sulfotransferase 5	protein-coding
10.4-4	chr8	109062606	109063488	+	7928	NA	Intergenic	RMER15|LTR|ERVL	-12175	NR_126329	628686	Mm.203332	NR_126329	ENSMUSG00000097393	D030068K23Rik	-	RIKEN cDNA D030068K23 gene	ncRNA
68.22	chr16	90127968	90128292	+	7927	NA	Intergenic	Lx|LINE|L1	-14107	NR_033476	100038709	Mm.484070	NR_033476		Gm10789	-	predicted gene 10789	ncRNA
11.9-6	chr15	101424786	101425135	+	7926	NA	intron (NM_033073, intron 7 of 8)	intron (NM_033073, intron 7 of 8)	12557	NM_033073	110310	Mm.486285	NM_033073	ENSMUSG00000023039	Krt7	D15Wsu77e|K7|Krt2-7	keratin 7	protein-coding
14.32-2	chr14	25763693	25763924	+	7925	NA	intron (NM_001101433, intron 1 of 3)	intron (NM_001101433, intron 1 of 3)	5264	NM_001101433	71918	Mm.41904	NM_001101433	ENSMUSG00000055538	Zcchc24	2310047A01Rik	zinc finger, CCHC domain containing 24	protein-coding
54.93	chr14	110234069	110234439	+	7924	NA	Intergenic	Intergenic	520895	NM_175499	239250	Mm.49728	NM_175499	ENSMUSG00000045871	Slitrk6	4832410J21Rik|Sltk6	SLIT and NTRK-like family, member 6	protein-coding
5.65-3	chr12	6655361	6656169	+	7923	NA	Intergenic	Intergenic	724565	NR_045045	73575	Mm.179463	NR_045045	ENSMUSG00000102096	1700101O22Rik	-	RIKEN cDNA 1700101O22 gene	ncRNA
9.75-5	chr8	77703494	77704335	+	7922	NA	intron (NM_010332, intron 2 of 7)	RLTR17B_Mm|LTR|ERVK	20538	NM_010332	13617	Mm.283168	NM_010332	ENSMUSG00000031616	Ednra	AEA001|ET-AR|ETa|Gpcr10|Mhdaaea1	endothelin receptor type A	protein-coding
11.74-3	chr13	68104695	68105470	+	7921	NA	Intergenic	MuRRS-int|LTR|ERV1	126738	NR_155296	101056219	Mm.394919	NR_155295		Urml	mach-1	up-regulated in Myc liver	ncRNA
10.0-4	chr12	66882936	66883775	+	7920	NA	intron (NM_001193266, intron 1 of 16)	intron (NM_001193266, intron 1 of 16)	339194	NM_001193266	320772	Mm.227680	NM_207010	ENSMUSG00000034912	Mdga2	6720489L24Rik|9330209L04Rik|Adp|Mamdc1|Tg(Prnp-PFN1*G118V)838Kiaei	MAM domain containing glycosylphosphatidylinositol anchor 2	protein-coding
5.1-2	chr7	5167098	5168814	+	7919	NA	Intergenic	Intergenic	-20534	NM_001166706	384522	Mm.480286	NM_001166706	ENSMUSG00000118215	Vmn1r55	Gm1422|Gm403|V1rd5	vomeronasal 1 receptor 55	protein-coding
10.07-2	chr10	117302342	117303065	+	7918	NA	Intergenic	Intergenic	-9835	NM_013590	17110	Mm.177539	NM_013590	ENSMUSG00000069515	Lyz1	Lyz|Lyzf3|Lzp-s	lysozyme 1	protein-coding
20.96	chr17	18694558	18695112	+	7917	NA	Intergenic	Intergenic	113108	NM_001104547	433070	Mm.215962	NM_001104547	ENSMUSG00000091679	Vmn2r96	EG433070	vomeronasal 2, receptor 96	protein-coding
17.04-2	chr6	50308218	50309036	+	7916	NA	intron (NM_001347213, intron 19 of 23)	intron (NM_001347213, intron 19 of 23)	-46858	NM_018769	54722	Mm.248361	NM_018769	ENSMUSG00000029821	Gsdme	2310037D07Rik|4932441K13Rik|Dfna5|Dfna5h|EG14210|Fin15	gasdermin E	protein-coding
13.83-3	chr4	131857173	131858641	+	7915	NA	intron (NM_025297, intron 4 of 9)	intron (NM_025297, intron 4 of 9)	14436	NM_025297	26922	Mm.192706	NM_025297	ENSMUSG00000028910	Mecr	AI195831|NRBF-1|Nrbf1	mitochondrial trans-2-enoyl-CoA reductase	protein-coding
39.9-3	chr9	34654419	34654648	+	7914	NA	intron (NM_001190912, intron 1 of 15)	intron (NM_001190912, intron 1 of 15)	165802	NM_001190913	67703	Mm.220710	NM_026324	ENSMUSG00000032036	Kirrel3	1500010O20Rik|2900036G11Rik|NEPH2|SST4|mKIAA1867	kirre like nephrin family adhesion molecule 3	protein-coding
27.85	chr15	101967323	101968272	+	7913	NA	Intergenic	ID_B1|SINE|B4	-13510	NM_212487	332131	Mm.325105	NM_212487	ENSMUSG00000050463	Krt78	2310030B04Rik|Kb40	keratin 78	protein-coding
7.9-14	chr13	73913304	73913854	+	7912	NA	intron (NM_027182, intron 12 of 12)	intron (NM_027182, intron 12 of 12)	24188	NM_027182	69716	Mm.275095	NM_027182	ENSMUSG00000021569	Trip13	2410002G23Rik|D13Ertd328e	thyroid hormone receptor interactor 13	protein-coding
31.85-2	chr15	40252294	40252665	+	7911	NA	Intergenic	(CATA)n|Simple_repeat|Simple_repeat	89872	NR_155349	102636151	Mm.321976	NR_155349	ENSMUSG00000115367	Gm33301	-	predicted gene, 33301	ncRNA
47.65	chr3	28379691	28380081	+	7910	NA	intron (NM_001163009, intron 2 of 30)	MLT1A1|LTR|ERVL-MaLR	-40057	NR_130342	100628591		NR_130342	ENSMUSG00000092990	Mir466q	Mir446q|mmu-mir-466q|mu-mir-446q	microRNA 466q	ncRNA
12.91-4	chr3	131194288	131194840	+	7909	NA	intron (NM_010703, intron 7 of 11)	C-rich|Low_complexity|Low_complexity	77537	NM_008212	15107	Mm.260164	NM_008212	ENSMUSG00000027984	Hadh	AA409008|AU019341|AW742602|HCDH|Hadhsc|Schad	hydroxyacyl-Coenzyme A dehydrogenase	protein-coding
31.02-2	chr18	22667002	22667332	+	7908	NA	Intergenic	RMER6C|LTR|ERVK	322078	NM_001167777	211961	Mm.392310	NM_001167777	ENSMUSG00000045215	Asxl3	C230079D11Rik|D430002O22Rik|D930044O18Rik|Gm329|Gm945	additional sex combs like 3, transcriptional regulator	protein-coding
18.52-2	chr11	80609509	80609932	+	7907	NA	intron (NM_177390, intron 16 of 21)	Lx5|LINE|L1	-100614	NR_126552	77417	Mm.437510	NR_126552	ENSMUSG00000085078	C030013C21Rik	-	RIKEN cDNA C030013C21 gene	ncRNA
8.31-5	chr6	122244952	122248036	+	7906	NA	intron (NR_027619, intron 33 of 35)	(CA)n|Simple_repeat|Simple_repeat	36339	NM_016970	50928	Mm.20434	NM_016970	ENSMUSG00000030114	Klrg1	2F1-Ag|MAFA|MAFA-L	killer cell lectin-like receptor subfamily G, member 1	protein-coding
26.14	chr13	15463578	15464343	+	7905	NA	5' UTR (NM_008130, exon 1 of 15)	5' UTR (NM_008130, exon 1 of 15)	237	NM_008130	14634	Mm.5098	NM_008130	ENSMUSG00000021318	Gli3	AI854843|AU023367|Bph|GLI3-190|GLI3FL|Pdn|Xt|add	GLI-Kruppel family member GLI3	protein-coding
14.15-3	chr6	16355089	16355290	+	7904	NA	Intergenic	L1_Mur2|LINE|L1	-422335	NR_157239	102640655		NR_157239	ENSMUSG00000107022	Gm36669	-	predicted gene, 36669	ncRNA
10.75-5	chr3	92191670	92192989	+	7903	NA	Intergenic	IAPLTR1a_Mm|LTR|ERVK	-23506	NM_011468	20755	Mm.6853	NM_011468	ENSMUSG00000078664	Sprr2a1	Sprr2a|Sprr2a3	small proline-rich protein 2A1	protein-coding
